Date,Home,Away,Result,Home Score,Away Score,Wrap-up Result,WU Home Score,WU Away Score,WU innings
2010-06-01,Denver,Tijuana,Denver,7,2
2010-06-01,Dallas,Charlotte,Dallas,3,0
2010-06-01,Seattle,Phoenix,Seattle,4,1
2010-06-02,Atlanta,Merida,Atlanta,17,13
2010-06-02,Nashville,San Antonio,Nashville,4,0
2010-06-02,Oakland,Calgary,Oakland,7,3
2010-06-02,Los Angeles,Vancouver,Los Angeles,4,3
2010-06-02,Denver,Tijuana,Tijuana,0,13
2010-06-02,Dallas,Charlotte,Dallas,5,3
2010-06-03,Tijuana,Denver,Denver,2,6
2010-06-03,San Antonio,Atlanta,Atlanta,2,3
2010-06-03,Phoenix,Seattle,Phoenix,7,5
2010-06-03,Charlotte,Monterrey,Charlotte,4,0
2010-06-04,Oakland,Calgary,Oakland,9,6
2010-06-04,Birmingham,Merida,Merida,3,4
2010-06-04,Los Angeles,Vancouver,Los Angeles,4,2
2010-06-04,San Antonio,Atlanta,Atlanta,3,8
2010-06-04,Phoenix,Seattle,Seattle,6,9
2010-06-04,Dallas,Nashville,Nashville,0,7
2010-06-04,Charlotte,Monterrey,Charlotte,3,1
2010-06-05,Oakland,Calgary,Calgary,4,5
2010-06-05,Birmingham,Merida,Merida,4,5
2010-06-05,Los Angeles,Vancouver,Los Angeles,6,2
2010-06-05,Tijuana,Denver,Tijuana,7,3
2010-06-05,San Antonio,Atlanta,San Antonio,6,2
2010-06-05,Phoenix,Seattle,Seattle,3,5
2010-06-05,Dallas,Nashville,Nashville,1,4
2010-06-05,Charlotte,Monterrey,Charlotte,8,5
2010-06-06,Oakland,Calgary,Oakland,4,3
2010-06-06,Birmingham,Merida,Merida,2,7
2010-06-06,Los Angeles,Vancouver,Los Angeles,5,3
2010-06-07,Vancouver,Phoenix,Phoenix,1,11
2010-06-07,Birmingham,San Antonio,Birmingham,2,1
2010-06-07,Denver,Oakland,Oakland,4,8
2010-06-07,Los Angeles,Seattle,Los Angeles,12,4
2010-06-07,Merida,Charlotte,Charlotte,1,6
2010-06-07,Monterrey,Nashville,Monterrey,4,2
2010-06-07,Atlanta,Dallas,Dallas,4,11
2010-06-07,Calgary,Tijuana,Calgary,16,2
2010-06-08,Vancouver,Phoenix,Phoenix,0,5
2010-06-08,Birmingham,San Antonio,San Antonio,1,2
2010-06-08,Denver,Oakland,Denver,5,2
2010-06-08,Los Angeles,Seattle,Los Angeles,6,5
2010-06-08,Merida,Charlotte,Merida,10,2
2010-06-08,Monterrey,Nashville,Nashville,10,11
2010-06-08,Atlanta,Dallas,Dallas,3,5
2010-06-08,Calgary,Tijuana,Calgary,12,3
2010-06-09,Vancouver,Phoenix,Vancouver,8,0
2010-06-09,Birmingham,San Antonio,Birmingham,6,2
2010-06-09,Denver,Oakland,Denver,8,5
2010-06-09,Los Angeles,Seattle,Seattle,3,5
2010-06-09,Merida,Charlotte,Merida,7,6
2010-06-09,Monterrey,Nashville,Monterrey,12,0
2010-06-09,Atlanta,Dallas,Atlanta,4,2
2010-06-09,Calgary,Tijuana,Tijuana,0,1
2010-06-10,Dallas,Charlotte,Dallas,3,2
2010-06-10,Seattle,Tijuana,Tijuana,5,6
2010-06-10,Nashville,Merida,Nashville,9,2
2010-06-10,Calgary,Oakland,Oakland,1,5
2010-06-10,San Antonio,Birmingham,San Antonio,4,0
2010-06-10,Vancouver,Los Angeles,Vancouver,7,5
2010-06-10,Monterrey,Atlanta,Monterrey,10,0
2010-06-11,Dallas,Charlotte,Dallas,5,0
2010-06-11,Seattle,Tijuana,Tijuana,3,5
2010-06-11,San Antonio,Birmingham,Birmingham,8,14
2010-06-11,Vancouver,Los Angeles,Los Angeles,2,6
2010-06-11,Phoenix,Denver,Denver,7,10
2010-06-11,Monterrey,Atlanta,Atlanta,1,2
2010-06-12,Dallas,Charlotte,Dallas,17,7
2010-06-12,Seattle,Tijuana,Seattle,4,1
2010-06-12,Nashville,Merida,Nashville,5,3
2010-06-12,Calgary,Oakland,Oakland,1,5
2010-06-12,San Antonio,Birmingham,San Antonio,9,2
2010-06-12,Vancouver,Los Angeles,Vancouver,8,7
2010-06-12,Phoenix,Denver,Denver,2,3
2010-06-12,Monterrey,Atlanta,Monterrey,9,3
2010-06-13,Phoenix,Calgary,Phoenix,11,6
2010-06-13,Monterrey,Birmingham,Monterrey,3,1
2010-06-13,Charlotte,Dallas,Dallas,3,5
2010-06-13,Nashville,San Antonio,San Antonio,3,4
2010-06-13,Merida,Atlanta,Merida,16,4
2010-06-14,Los Angeles,Denver,Los Angeles,3,2
2010-06-14,Tijuana,Seattle,Seattle,0,3
2010-06-14,Phoenix,Calgary,Phoenix,5,4
