Date,Home,Away,Result,Home Score,Away Score,Wrap-up Result,WU Home Score,WU Away Score,WU innings,Sim Number
2010-05-22,Dallas,Charlotte,Dallas,4,2,,,,,2
2010-05-22,Seattle,Oakland,Seattle,8,7,,,,,2
2010-05-22,Atlanta,San Antonio,San Antonio,4,6,,,,,2
2010-05-22,Denver,Phoenix,Phoenix,1,7,,,,,2
2010-05-23,Nashville,Monterrey,Monterrey,2,6,,,,,2
2010-05-23,Los Angeles,Calgary,Los Angeles,6,5,,,,,2
2010-05-23,Tijuana,Vancouver,Tijuana,8,2,,,,,2
2010-05-23,Birmingham,Merida,Birmingham,7,4,,,,,2
2010-05-23,Dallas,Charlotte,Charlotte,2,3,,,,,2
2010-05-23,Seattle,Oakland,Oakland,2,8,,,,,2
2010-05-23,Atlanta,San Antonio,Atlanta,2,1,,,,,2
2010-05-23,Denver,Phoenix,Denver,5,3,,,,,2
2010-05-24,Los Angeles,Seattle,Los Angeles,10,3,,,,,2
2010-05-24,San Antonio,Charlotte,San Antonio,5,0,,,,,2
2010-05-24,Oakland,Denver,Oakland,3,2,,,,,2
2010-05-24,Monterrey,Birmingham,Monterrey,8,6,,,,,2
2010-05-25,Calgary,Tijuana,Calgary,8,7,,,,,2
2010-05-25,Nashville,Dallas,Nashville,5,0,,,,,2
2010-05-25,Phoenix,Vancouver,Vancouver,4,7,,,,,2
2010-05-25,Los Angeles,Seattle,Los Angeles,7,5,,,,,2
2010-05-25,San Antonio,Charlotte,San Antonio,6,4,,,,,2
2010-05-25,Oakland,Denver,Oakland,5,3,,,,,2
2010-05-25,Atlanta,Merida,Merida,0,11,,,,,2
2010-05-25,Monterrey,Birmingham,Birmingham,3,4,,,,,2
2010-05-26,Calgary,Tijuana,Calgary,6,4,,,,,2
2010-05-26,Nashville,Dallas,Nashville,11,2,,,,,2
2010-05-26,Phoenix,Vancouver,Vancouver,1,8,,,,,2
2010-05-26,Los Angeles,Seattle,Seattle,2,4,,,,,2
2010-05-26,San Antonio,Charlotte,San Antonio,7,3,,,,,2
2010-05-26,Oakland,Denver,Denver,0,6,,,,,2
2010-05-26,Monterrey,Birmingham,Monterrey,9,1,,,,,2
2010-05-27,Calgary,Tijuana,Tijuana,6,20,,,,,2
2010-05-27,Nashville,Dallas,Nashville,6,5,,,,,2
2010-05-27,Phoenix,Vancouver,Vancouver,1,3,,,,,2
2010-05-27,Monterrey,Charlotte,Charlotte,6,10,,,,,2
2010-05-28,Merida,Nashville,Merida,13,12,,,,,2
2010-05-28,Phoenix,Calgary,Phoenix,7,1,,,,,2
2010-05-28,Atlanta,Dallas,Atlanta,7,4,,,,,2
2010-05-28,Seattle,Tijuana,Seattle,9,2,,,,,2
2010-05-28,San Antonio,Birmingham,Birmingham,3,4,,,,,2
2010-05-28,Los Angeles,Vancouver,Los Angeles,9,4,,,,,2
2010-05-28,Denver,Oakland,Oakland,2,5,,,,,2
2010-05-28,Monterrey,Charlotte,Charlotte,3,7,,,,,2
2010-05-29,Merida,Nashville,Merida,3,1,,,,,2
2010-05-29,Phoenix,Calgary,Calgary,3,6,,,,,2
2010-05-29,Atlanta,Dallas,Atlanta,4,2,,,,,2
2010-05-29,Seattle,Tijuana,Tijuana,1,7,,,,,2
2010-05-29,San Antonio,Birmingham,Birmingham,2,12,,,,,2
2010-05-29,Los Angeles,Vancouver,Los Angeles,7,5,,,,,2
2010-05-29,Denver,Oakland,Oakland,0,3,,,,,2
2010-05-29,Monterrey,Charlotte,Charlotte,6,11,,,,,2
2010-05-30,Phoenix,Calgary,Calgary,2,6,,,,,2
2010-05-30,Atlanta,Dallas,Atlanta,8,6,,,,,2
2010-05-30,Seattle,Tijuana,Seattle,3,2,,,,,2
2010-05-30,San Antonio,Birmingham,Birmingham,4,5,,,,,2
2010-05-30,Los Angeles,Vancouver,Los Angeles,5,0,,,,,2
2010-05-30,Denver,Oakland,Oakland,4,6,,,,,2
2010-05-31,Monterrey,Atlanta,Monterrey,3,1,,,,,2
2010-05-31,Los Angeles,Denver,Los Angeles,5,2,,,,,2
2010-05-31,Charlotte,San Antonio,Charlotte,4,1,,,,,2
2010-05-31,Oakland,Vancouver,Vancouver,5,6,,,,,2
2010-05-31,Merida,Birmingham,Birmingham,3,9,,,,,2
2010-05-31,Dallas,Nashville,Dallas,4,3,,,,,2
2010-05-31,Tijuana,Calgary,Tijuana,6,2,,,,,2
2010-05-31,Phoenix,Seattle,Phoenix,7,5,,,,,2
2010-06-01,Monterrey,Atlanta,Atlanta,0,2,,,,,2
2010-06-01,Los Angeles,Denver,Denver,4,11,,,,,2
2010-06-01,Charlotte,San Antonio,Charlotte,6,5,,,,,2
2010-06-01,Oakland,Vancouver,Oakland,10,6,,,,,2
2010-06-01,Merida,Birmingham,Merida,7,0,,,,,2
2010-06-01,Dallas,Nashville,Dallas,2,0,,,,,2
2010-06-01,Tijuana,Calgary,Tijuana,5,1,,,,,2
2010-06-02,Monterrey,Atlanta,Atlanta,1,5,,,,,2
2010-06-02,Charlotte,San Antonio,Charlotte,19,2,,,,,2
2010-06-02,Oakland,Vancouver,Oakland,3,2,,,,,2
2010-06-02,Merida,Birmingham,Merida,3,2,,,,,2
2010-06-02,Dallas,Nashville,Nashville,2,4,,,,,2
2010-06-02,Tijuana,Calgary,Tijuana,8,1,,,,,2
2010-06-02,Phoenix,Seattle,Phoenix,8,2,,,,,2
2010-06-03,Calgary,Phoenix,Phoenix,4,5,,,,,2
2010-06-03,San Antonio,Atlanta,Atlanta,3,17,,,,,2
2010-06-03,Dallas,Charlotte,Dallas,6,0,,,,,2
2010-06-03,Monterrey,Birmingham,Birmingham,3,6,,,,,2
2010-06-03,Vancouver,Oakland,Vancouver,4,1,,,,,2
2010-06-04,Denver,Tijuana,Denver,2,1,,,,,2
2010-06-04,Nashville,Merida,Nashville,6,3,,,,,2
2010-06-04,Calgary,Phoenix,Calgary,7,0,,,,,2
2010-06-04,San Antonio,Atlanta,San Antonio,8,1,,,,,2
2010-06-04,Dallas,Charlotte,Dallas,4,1,,,,,2
2010-06-04,Monterrey,Birmingham,Birmingham,1,5,,,,,2
2010-06-04,Vancouver,Oakland,Vancouver,4,3,,,,,2
2010-06-05,Denver,Tijuana,Denver,5,3,,,,,2
2010-06-05,Nashville,Merida,Nashville,4,3,,,,,2
2010-06-05,Los Angeles,Seattle,Seattle,3,9,,,,,2
2010-06-05,Calgary,Phoenix,Calgary,5,0,,,,,2
2010-06-05,San Antonio,Atlanta,Atlanta,2,9,,,,,2
2010-06-05,Dallas,Charlotte,Dallas,8,4,,,,,2
2010-06-05,Monterrey,Birmingham,Birmingham,2,4,,,,,2
2010-06-05,Vancouver,Oakland,Vancouver,9,8,,,,,2
2010-06-06,Denver,Tijuana,Denver,1,0,,,,,2
2010-06-06,Nashville,Merida,Nashville,8,3,,,,,2
2010-06-06,Los Angeles,Seattle,Los Angeles,5,3,,,,,2
2010-06-06,Birmingham,San Antonio,San Antonio,1,11,,,,,2
2010-06-06,Vancouver,Phoenix,Phoenix,5,11,,,,,2
2010-06-07,Seattle,Los Angeles,Los Angeles,3,4,,,,,2
2010-06-07,Tijuana,Calgary,Tijuana,4,2,,,,,2
2010-06-07,Oakland,Denver,Oakland,6,0,,,,,2
2010-06-07,Merida,Atlanta,Atlanta,6,8,,,,,2
2010-06-07,Monterrey,Charlotte,Charlotte,1,2,,,,,2
2010-06-07,Dallas,Nashville,Dallas,9,2,,,,,2
2010-06-07,Birmingham,San Antonio,San Antonio,2,3,,,,,2
2010-06-07,Vancouver,Phoenix,Phoenix,0,2,,,,,2
2010-06-08,Seattle,Los Angeles,Seattle,7,0,,,,,2
2010-06-08,Tijuana,Calgary,Tijuana,4,2,,,,,2
2010-06-08,Merida,Atlanta,Merida,2,1,,,,,2
2010-06-08,Monterrey,Charlotte,Charlotte,2,4,,,,,2
2010-06-08,Dallas,Nashville,Nashville,0,3,,,,,2
2010-06-08,Birmingham,San Antonio,San Antonio,1,6,,,,,2
2010-06-08,Vancouver,Phoenix,Vancouver,1,0,,,,,2
2010-06-09,Seattle,Los Angeles,Los Angeles,1,3,,,,,2
2010-06-09,Tijuana,Calgary,Tijuana,4,2,,,,,2
2010-06-09,Oakland,Denver,Oakland,6,4,,,,,2
2010-06-09,Merida,Atlanta,Merida,7,6,,,,,2
2010-06-09,Monterrey,Charlotte,Charlotte,5,16,,,,,2
2010-06-09,Dallas,Nashville,Nashville,0,6,,,,,2
2010-06-10,Nashville,Monterrey,Monterrey,0,8,,,,,2
2010-06-10,Seattle,Tijuana,Seattle,6,5,,,,,2
2010-06-10,Calgary,Oakland,Oakland,2,5,,,,,2
2010-06-10,Atlanta,Dallas,Atlanta,7,0,,,,,2
2010-06-10,Merida,Birmingham,Merida,5,2,,,,,2
2010-06-10,Phoenix,Denver,Phoenix,5,4,,,,,2
2010-06-10,Los Angeles,Vancouver,Los Angeles,13,1,,,,,2
2010-06-10,Charlotte,San Antonio,Charlotte,6,5,,,,,2
2010-06-11,Nashville,Monterrey,Monterrey,6,10,,,,,2
2010-06-11,Seattle,Tijuana,Tijuana,1,2,,,,,2
2010-06-11,Calgary,Oakland,Calgary,4,1,,,,,2
2010-06-11,Atlanta,Dallas,Dallas,0,1,,,,,2
2010-06-11,Merida,Birmingham,Merida,5,4,,,,,2
2010-06-11,Phoenix,Denver,Denver,1,3,,,,,2
2010-06-11,Los Angeles,Vancouver,Vancouver,3,4,,,,,2
2010-06-11,Charlotte,San Antonio,Charlotte,5,4,,,,,2
2010-06-12,Nashville,Monterrey,Monterrey,7,8,,,,,2
2010-06-12,Calgary,Oakland,Calgary,6,3,,,,,2
2010-06-12,Atlanta,Dallas,Dallas,5,9,,,,,2
2010-06-12,Merida,Birmingham,Merida,5,2,,,,,2
2010-06-12,Phoenix,Denver,Phoenix,2,0,,,,,2
2010-06-12,Charlotte,San Antonio,Charlotte,5,3,,,,,2
2010-06-13,Los Angeles,Denver,Los Angeles,4,1,,,,,2
2010-06-13,Oakland,Seattle,Seattle,3,6,,,,,2
2010-06-13,Nashville,San Antonio,Nashville,6,5,,,,,2
2010-06-13,Phoenix,Calgary,Phoenix,5,2,,,,,2
2010-06-13,Atlanta,Merida,Atlanta,6,4,,,,,2
2010-06-14,Charlotte,Monterrey,Monterrey,6,7,,,,,2
2010-06-14,Vancouver,Tijuana,Vancouver,8,4,,,,,2
2010-06-14,Birmingham,Dallas,Dallas,4,5,,,,,2
2010-06-14,Los Angeles,Denver,Los Angeles,6,5,,,,,2
2010-06-14,Oakland,Seattle,Oakland,7,1,,,,,2
2010-06-14,Nashville,San Antonio,San Antonio,1,4,,,,,2
2010-06-14,Phoenix,Calgary,Phoenix,6,5,,,,,2
2010-06-14,Atlanta,Merida,Merida,1,4,,,,,2
2010-06-15,Charlotte,Monterrey,Monterrey,1,3,,,,,2
2010-06-15,Vancouver,Tijuana,Vancouver,3,2,,,,,2
2010-06-15,Birmingham,Dallas,Birmingham,4,1,,,,,2
2010-06-15,Nashville,San Antonio,San Antonio,2,6,,,,,2
2010-06-15,Phoenix,Calgary,Phoenix,4,2,,,,,2
2010-06-15,Atlanta,Merida,Atlanta,6,3,,,,,2
2010-06-16,Charlotte,Monterrey,Charlotte,7,5,,,,,2
2010-06-16,Birmingham,Dallas,Dallas,1,3,,,,,2
2010-06-16,San Antonio,Nashville,San Antonio,6,5,,,,,2
2010-06-16,Denver,Phoenix,Denver,2,1,,,,,2
2010-06-17,Birmingham,Monterrey,Monterrey,2,6,,,,,2
2010-06-17,Tijuana,Vancouver,Tijuana,11,3,,,,,2
2010-06-17,Charlotte,Merida,Charlotte,6,4,,,,,2
2010-06-17,Seattle,Oakland,Seattle,9,8,,,,,2
2010-06-17,Calgary,Los Angeles,Calgary,3,2,,,,,2
2010-06-17,Dallas,Atlanta,Atlanta,2,4,,,,,2
2010-06-17,San Antonio,Nashville,San Antonio,8,6,,,,,2
2010-06-17,Denver,Phoenix,Phoenix,7,8,,,,,2
2010-06-18,Birmingham,Monterrey,Monterrey,6,7,,,,,2
2010-06-18,Tijuana,Vancouver,Vancouver,2,4,,,,,2
2010-06-18,Charlotte,Merida,Merida,3,10,,,,,2
2010-06-18,Seattle,Oakland,Seattle,6,1,,,,,2
2010-06-18,Calgary,Los Angeles,Los Angeles,2,8,,,,,2
2010-06-18,Dallas,Atlanta,Atlanta,2,3,,,,,2
2010-06-18,San Antonio,Nashville,San Antonio,8,3,,,,,2
2010-06-18,Denver,Phoenix,Denver,7,4,,,,,2
2010-06-19,Birmingham,Monterrey,Birmingham,8,7,,,,,2
2010-06-19,Tijuana,Vancouver,Tijuana,4,3,,,,,2
2010-06-19,Charlotte,Merida,Merida,1,6,,,,,2
2010-06-19,Seattle,Oakland,Oakland,3,5,,,,,2
2010-06-19,Calgary,Los Angeles,Los Angeles,5,10,,,,,2
2010-06-19,Dallas,Atlanta,Atlanta,0,5,,,,,2
2010-06-20,Monterrey,Nashville,Monterrey,7,0,,,,,2
2010-06-20,Denver,Los Angeles,Los Angeles,0,4,,,,,2
2010-06-20,Merida,Charlotte,Merida,6,0,,,,,2
2010-06-20,Atlanta,San Antonio,San Antonio,6,9,,,,,2
2010-06-20,Calgary,Tijuana,Calgary,3,0,,,,,2
2010-06-20,Oakland,Vancouver,Oakland,7,6,,,,,2
2010-06-20,Dallas,Birmingham,Dallas,6,3,,,,,2
2010-06-21,Monterrey,Nashville,Monterrey,7,3,,,,,2
2010-06-21,Denver,Los Angeles,Los Angeles,6,9,,,,,2
2010-06-21,Merida,Charlotte,Merida,3,2,,,,,2
2010-06-21,Calgary,Tijuana,Tijuana,5,15,,,,,2
2010-06-21,Phoenix,Seattle,Phoenix,6,0,,,,,2
2010-06-21,Oakland,Vancouver,Oakland,6,2,,,,,2
2010-06-21,Dallas,Birmingham,Birmingham,1,8,,,,,2
2010-06-22,Monterrey,Nashville,Nashville,3,4,,,,,2
2010-06-22,Denver,Los Angeles,Los Angeles,8,10,,,,,2
2010-06-22,Merida,Charlotte,Charlotte,2,4,,,,,2
2010-06-22,Atlanta,San Antonio,Atlanta,5,3,,,,,2
2010-06-22,Calgary,Tijuana,Tijuana,4,6,,,,,2
2010-06-22,Phoenix,Seattle,Phoenix,2,1,,,,,2
2010-06-22,Oakland,Vancouver,Vancouver,5,12,,,,,2
2010-06-22,Dallas,Birmingham,Birmingham,0,2,,,,,2
2010-06-23,Oakland,Calgary,Oakland,14,6,,,,,2
2010-06-23,Nashville,Dallas,Dallas,2,3,,,,,2
2010-06-23,Seattle,Phoenix,Phoenix,4,6,,,,,2
2010-06-23,Tijuana,Denver,Tijuana,5,3,,,,,2
2010-06-24,San Antonio,Charlotte,Charlotte,1,5,,,,,2
2010-06-24,Vancouver,Los Angeles,Los Angeles,2,4,,,,,2
2010-06-24,Birmingham,Merida,Birmingham,6,1,,,,,2
2010-06-24,Atlanta,Monterrey,Monterrey,4,6,,,,,2
2010-06-24,Oakland,Calgary,Calgary,4,7,,,,,2
2010-06-24,Nashville,Dallas,Dallas,2,4,,,,,2
2010-06-24,Tijuana,Denver,Denver,3,4,,,,,2
2010-06-25,San Antonio,Charlotte,Charlotte,0,11,,,,,2
2010-06-25,Vancouver,Los Angeles,Los Angeles,1,10,,,,,2
2010-06-25,Birmingham,Merida,Merida,0,5,,,,,2
2010-06-25,Atlanta,Monterrey,Monterrey,1,13,,,,,2
2010-06-25,Oakland,Calgary,Calgary,3,8,,,,,2
2010-06-25,Seattle,Phoenix,Seattle,4,1,,,,,2
2010-06-25,Tijuana,Denver,Denver,3,7,,,,,2
2010-06-26,Vancouver,Los Angeles,Los Angeles,7,12,,,,,2
2010-06-26,Birmingham,Merida,Merida,8,10,,,,,2
2010-06-26,Monterrey,Atlanta,Monterrey,5,4,,,,,2
2010-06-26,Denver,Oakland,Denver,6,2,,,,,2
2010-06-27,Merida,Nashville,Nashville,2,7,,,,,2
2010-06-27,Los Angeles,Calgary,Calgary,2,6,,,,,2
2010-06-27,Tijuana,Seattle,Tijuana,11,1,,,,,2
2010-06-27,Phoenix,Vancouver,Vancouver,6,11,,,,,2
2010-06-27,Monterrey,Atlanta,Monterrey,3,0,,,,,2
2010-06-27,Denver,Oakland,Denver,4,3,,,,,2
2010-06-28,Merida,Nashville,Merida,12,2,,,,,2
2010-06-28,Charlotte,Dallas,Charlotte,8,2,,,,,2
2010-06-28,Los Angeles,Calgary,Calgary,1,2,,,,,2
2010-06-28,Tijuana,Seattle,Tijuana,7,6,,,,,2
2010-06-28,Phoenix,Vancouver,Vancouver,0,2,,,,,2
2010-06-28,San Antonio,Birmingham,Birmingham,2,6,,,,,2
2010-06-28,Monterrey,Atlanta,Atlanta,2,5,,,,,2
2010-06-28,Denver,Oakland,Oakland,1,7,,,,,2
2010-06-29,Merida,Nashville,Merida,6,4,,,,,2
2010-06-29,Los Angeles,Calgary,Calgary,4,9,,,,,2
2010-06-29,Tijuana,Seattle,Tijuana,3,2,,,,,2
2010-06-29,Phoenix,Vancouver,Phoenix,5,1,,,,,2
2010-06-29,San Antonio,Birmingham,San Antonio,7,4,,,,,2
2010-05-08,San Antonio,Nashville,Tie in regulation,1,1,San Antonio,3,2,6,2
2010-05-09,Charlotte,Monterrey,Tie in regulation,7,7,Charlotte,10,9,36,2
2010-05-09,Seattle,Phoenix,Tie in regulation,4,4,Seattle,7,6,4,2
2010-05-09,Vancouver,Los Angeles,Tie in regulation,5,5,Vancouver,7,6,17,2
2010-05-14,Tijuana,Seattle,Tie in regulation,5,5,Seattle,5,6,4,2
2010-05-15,Dallas,Birmingham,Tie in regulation,2,2,Dallas,8,4,6,2
2010-05-16,Tijuana,Seattle,Tie in regulation,2,2,Tijuana,6,4,5,2
2010-05-18,Denver,Tijuana,Tie in regulation,0,0,Denver,2,1,3,2
2010-05-19,Seattle,Los Angeles,Tie in regulation,6,6,Los Angeles,6,7,34,2
2010-05-19,Denver,Tijuana,Tie in regulation,3,3,Denver,5,4,16,2
2010-05-21,Dallas,Charlotte,Tie in regulation,8,8,Dallas,9,8,6,2
2010-05-22,Tijuana,Vancouver,Tie in regulation,2,2,Tijuana,3,2,6,2
2010-05-24,Atlanta,Merida,Tie in regulation,6,6,Atlanta,8,7,16,2
2010-05-26,Atlanta,Merida,Tie in regulation,5,5,Atlanta,7,6,6,2
2010-05-30,Merida,Nashville,Tie in regulation,3,3,Merida,5,4,17,2
2010-06-01,Phoenix,Seattle,Tie in regulation,3,3,Seattle,5,6,10,2
2010-06-02,Los Angeles,Denver,Tie in regulation,2,2,Denver,4,6,22,2
2010-06-04,Los Angeles,Seattle,Tie in regulation,7,7,Los Angeles,10,9,6,2
2010-06-08,Oakland,Denver,Tie in regulation,2,2,Oakland,4,3,3,2
2010-06-12,Seattle,Tijuana,Tie in regulation,1,1,Tijuana,3,4,6,2
2010-06-12,Los Angeles,Vancouver,Tie in regulation,1,1,Vancouver,3,4,6,2
2010-06-15,Los Angeles,Denver,Tie in regulation,3,3,Denver,4,5,5,2
2010-06-15,Oakland,Seattle,Tie in regulation,0,0,Seattle,1,2,12,2
2010-06-16,Vancouver,Tijuana,Tie in regulation,3,3,Tijuana,3,6,17,2
2010-06-20,Phoenix,Seattle,Tie in regulation,4,4,Phoenix,5,4,6,2
2010-06-21,Atlanta,San Antonio,Tie in regulation,1,1,Atlanta,3,2,18,2
2010-06-23,Atlanta,Monterrey,Tie in regulation,1,1,Monterrey,3,6,5,2
2010-06-24,Seattle,Phoenix,Tie in regulation,0,0,Seattle,2,1,42,2
2010-06-25,Nashville,Dallas,Tie in regulation,6,6,Dallas,6,7,5,2
2010-06-26,San Antonio,Charlotte,Tie in regulation,4,4,San Antonio,8,6,18,2
2010-06-27,Charlotte,Dallas,Tie in regulation,1,1,Dallas,3,5,10,2
2010-06-27,San Antonio,Birmingham,Tie in regulation,4,4,San Antonio,5,4,12,2
2010-06-29,Charlotte,Dallas,Tie in regulation,5,5,Charlotte,6,5,17,2
2010-06-30,,,,,,,,,,2,2
2010-07-01,,,,,,,,,,2,2
2010-07-02,,,,,,,,,,2,2
2010-07-03,,,,,,,,,,2,2
2010-07-04,Monterrey,Dallas,Dallas,4,5,,,,,2
2010-07-04,Seattle,Denver,Seattle,8,6,,,,,2
2010-07-04,Atlanta,Charlotte,Charlotte,0,4,,,,,2
2010-07-04,Nashville,Birmingham,Birmingham,4,7,,,,,2
2010-07-04,San Antonio,Merida,Merida,6,7,,,,,2
2010-07-05,San Antonio,Merida,San Antonio,7,2,,,,,2
2010-07-05,Oakland,Tijuana,Oakland,4,2,,,,,2
2010-07-05,Monterrey,Dallas,Monterrey,6,3,,,,,2
2010-07-05,Los Angeles,Phoenix,Phoenix,4,5,,,,,2
2010-07-05,Seattle,Denver,Seattle,6,5,,,,,2
2010-07-05,Atlanta,Charlotte,Atlanta,7,4,,,,,2
2010-07-05,Nashville,Birmingham,Nashville,5,1,,,,,2
2010-07-06,Vancouver,Calgary,Vancouver,5,4,,,,,2
2010-07-06,San Antonio,Merida,Merida,4,6,,,,,2
2010-07-06,Oakland,Tijuana,Oakland,13,9,,,,,2
2010-07-06,Monterrey,Dallas,Dallas,4,7,,,,,2
2010-07-06,Los Angeles,Phoenix,Phoenix,1,7,,,,,2
2010-07-06,Seattle,Denver,Denver,2,10,,,,,2
2010-07-06,Atlanta,Charlotte,Atlanta,3,1,,,,,2
2010-07-06,Nashville,Birmingham,Birmingham,7,16,,,,,2
2010-07-07,Vancouver,Calgary,Vancouver,5,1,,,,,2
2010-07-07,San Antonio,Merida,San Antonio,11,4,,,,,2
2010-07-07,Oakland,Tijuana,Oakland,7,6,,,,,2
2010-07-07,Charlotte,Nashville,Nashville,0,17,,,,,2
2010-07-07,Birmingham,Atlanta,Atlanta,1,4,,,,,2
2010-07-07,Monterrey,Dallas,Dallas,1,2,,,,,2
2010-07-08,Dallas,Merida,Merida,3,5,,,,,2
2010-07-08,Oakland,Los Angeles,Oakland,6,2,,,,,2
2010-07-08,Denver,Vancouver,Denver,3,2,,,,,2
2010-07-08,Monterrey,San Antonio,San Antonio,3,4,,,,,2
2010-07-08,Birmingham,Atlanta,Birmingham,2,1,,,,,2
2010-07-08,Tijuana,Phoenix,Tijuana,6,4,,,,,2
2010-07-08,Seattle,Calgary,Seattle,9,3,,,,,2
2010-07-08,Charlotte,Nashville,Charlotte,6,2,,,,,2
2010-07-09,Dallas,Merida,Dallas,7,6,,,,,2
2010-07-09,Oakland,Los Angeles,Los Angeles,5,7,,,,,2
2010-07-09,Denver,Vancouver,Denver,8,5,,,,,2
2010-07-09,Monterrey,San Antonio,Monterrey,4,3,,,,,2
2010-07-09,Birmingham,Atlanta,Atlanta,1,3,,,,,2
2010-07-09,Tijuana,Phoenix,Phoenix,2,5,,,,,2
2010-07-09,Seattle,Calgary,Seattle,3,2,,,,,2
2010-07-09,Charlotte,Nashville,Charlotte,7,6,,,,,2
2010-07-09,Dallas,Merida,Dallas,5,2,,,,,2
2010-07-09,Seattle,Calgary,Calgary,1,9,,,,,2
2010-07-10,Dallas,Merida,Merida,2,10,,,,,2
2010-07-10,Oakland,Los Angeles,Los Angeles,2,5,,,,,2
2010-07-10,Denver,Vancouver,Denver,9,8,,,,,2
2010-07-10,Monterrey,San Antonio,Monterrey,5,4,,,,,2
2010-07-10,Birmingham,Atlanta,Atlanta,3,5,,,,,2
2010-07-10,Tijuana,Phoenix,Phoenix,2,3,,,,,2
2010-07-10,Seattle,Calgary,Seattle,6,3,,,,,2
2010-07-10,Tijuana,Phoenix,Tijuana,7,2,,,,,2
2010-07-11,Tijuana,Oakland,Tijuana,9,1,,,,,2
2010-07-11,Denver,Calgary,Calgary,2,6,,,,,2
2010-07-11,Merida,Dallas,Dallas,1,4,,,,,2
2010-07-11,San Antonio,Monterrey,San Antonio,4,3,,,,,2
2010-07-11,Phoenix,Los Angeles,Phoenix,7,5,,,,,2
2010-07-11,Charlotte,Atlanta,Charlotte,11,4,,,,,2
2010-07-12,Birmingham,Nashville,Nashville,1,6,,,,,2
2010-07-12,Tijuana,Oakland,Tijuana,5,0,,,,,2
2010-07-12,Denver,Calgary,Denver,5,3,,,,,2
2010-07-12,Merida,Dallas,Merida,7,2,,,,,2
2010-07-12,Seattle,Vancouver,Vancouver,2,3,,,,,2
2010-07-12,San Antonio,Monterrey,Monterrey,1,4,,,,,2
2010-07-12,Phoenix,Los Angeles,Phoenix,4,0,,,,,2
2010-07-12,Charlotte,Atlanta,Charlotte,3,2,,,,,2
2010-07-13,Birmingham,Nashville,Birmingham,9,2,,,,,2
2010-07-13,Tijuana,Oakland,Oakland,3,6,,,,,2
2010-07-13,Denver,Calgary,Calgary,2,6,,,,,2
2010-07-13,Merida,Dallas,Merida,5,2,,,,,2
2010-07-13,Seattle,Vancouver,Seattle,5,2,,,,,2
2010-07-13,San Antonio,Monterrey,San Antonio,6,4,,,,,2
2010-07-13,Phoenix,Los Angeles,Phoenix,8,4,,,,,2
2010-07-13,Charlotte,Atlanta,Atlanta,2,6,,,,,2
2010-07-14,Phoenix,Tijuana,Phoenix,9,1,,,,,2
2010-07-14,Birmingham,Charlotte,Birmingham,17,0,,,,,2
2010-07-14,Dallas,Monterrey,Monterrey,5,9,,,,,2
2010-07-14,Nashville,Atlanta,Atlanta,4,8,,,,,2
2010-07-14,Denver,Seattle,Seattle,3,4,,,,,2
2010-07-14,Los Angeles,Oakland,Oakland,5,8,,,,,2
2010-07-15,Nashville,Atlanta,Atlanta,4,9,,,,,2
2010-07-15,Los Angeles,Oakland,Los Angeles,6,3,,,,,2
2010-07-15,Phoenix,Tijuana,Phoenix,12,3,,,,,2
2010-07-15,Birmingham,Charlotte,Birmingham,8,5,,,,,2
2010-07-15,Merida,San Antonio,Merida,4,3,,,,,2
2010-07-15,Calgary,Vancouver,Calgary,9,2,,,,,2
2010-07-15,Dallas,Monterrey,Dallas,14,12,,,,,2
2010-07-16,Nashville,Atlanta,Nashville,6,5,,,,,2
2010-07-16,Los Angeles,Oakland,Los Angeles,2,1,,,,,2
2010-07-16,Denver,Seattle,Denver,11,6,,,,,2
2010-07-16,Birmingham,Charlotte,Birmingham,5,4,,,,,2
2010-07-16,Merida,San Antonio,Merida,12,1,,,,,2
2010-07-16,Calgary,Vancouver,Vancouver,0,5,,,,,2
2010-07-16,Dallas,Monterrey,Dallas,15,5,,,,,2
2010-07-17,Nashville,Atlanta,Atlanta,6,7,,,,,2
2010-07-17,Los Angeles,Oakland,Los Angeles,6,2,,,,,2
2010-07-17,Denver,Seattle,Seattle,2,19,,,,,2
2010-07-17,Monterrey,Calgary,Monterrey,7,3,,,,,2
2010-07-17,Phoenix,Tijuana,Phoenix,2,1,,,,,2
2010-07-18,Atlanta,Tijuana,Atlanta,6,4,,,,,2
2010-07-18,Seattle,Dallas,Dallas,4,5,,,,,2
2010-07-18,Charlotte,Oakland,Oakland,3,6,,,,,2
2010-07-18,Birmingham,Los Angeles,Los Angeles,0,1,,,,,2
2010-07-18,Vancouver,Merida,Vancouver,6,1,,,,,2
2010-07-18,San Antonio,Denver,Denver,5,11,,,,,2
2010-07-18,Monterrey,Calgary,Monterrey,8,1,,,,,2
2010-07-19,Atlanta,Tijuana,Atlanta,5,4,,,,,2
2010-07-19,Seattle,Dallas,Dallas,1,4,,,,,2
2010-07-19,Charlotte,Oakland,Charlotte,8,5,,,,,2
2010-07-19,Birmingham,Los Angeles,Los Angeles,3,4,,,,,2
2010-07-19,Vancouver,Merida,Vancouver,6,1,,,,,2
2010-07-19,San Antonio,Denver,San Antonio,10,2,,,,,2
2010-07-19,Nashville,Phoenix,Phoenix,1,8,,,,,2
2010-07-19,Monterrey,Calgary,Monterrey,6,4,,,,,2
2010-07-20,Atlanta,Tijuana,Atlanta,6,2,,,,,2
