Date,Home,Away,Result,Home Score,Away Score,Wrap-up Result,WU Home Score,WU Away Score,WU innings,Sim Number
2010-04-21,Oakland,Dallas,Oakland,2,1,,,,,6
2010-04-21,Charlotte,Calgary,Calgary,4,6,,,,,6
2010-04-21,San Antonio,Phoenix,Phoenix,0,3,,,,,6
2010-04-21,Los Angeles,Monterrey,Los Angeles,6,5,,,,,6
2010-04-21,Merida,Tijuana,Merida,7,6,,,,,6
2010-04-21,Birmingham,Denver,Birmingham,6,1,,,,,6
2010-04-22,Seattle,Nashville,Seattle,4,3,,,,,6
2010-04-22,Vancouver,Atlanta,Vancouver,10,0,,,,,6
2010-04-22,Oakland,Dallas,Oakland,6,5,,,,,6
2010-04-22,Charlotte,Calgary,Calgary,5,8,,,,,6
2010-04-22,San Antonio,Phoenix,Phoenix,0,3,,,,,6
2010-04-22,Los Angeles,Monterrey,Los Angeles,5,0,,,,,6
2010-04-22,Merida,Tijuana,Merida,7,5,,,,,6
2010-04-22,Birmingham,Denver,Birmingham,3,2,,,,,6
2010-04-23,Seattle,Nashville,Nashville,4,8,,,,,6
2010-04-23,Vancouver,Atlanta,Vancouver,6,2,,,,,6
2010-04-23,Charlotte,Calgary,Charlotte,7,3,,,,,6
2010-04-23,San Antonio,Phoenix,San Antonio,12,8,,,,,6
2010-04-23,Los Angeles,Monterrey,Los Angeles,11,10,,,,,6
2010-04-23,Merida,Tijuana,Tijuana,1,9,,,,,6
2010-04-23,Birmingham,Denver,Denver,2,5,,,,,6
2010-04-24,Nashville,Seattle,Nashville,7,6,,,,,6
2010-04-24,Denver,Birmingham,Denver,7,5,,,,,6
2010-04-24,Oakland,Monterrey,Monterrey,1,6,,,,,6
2010-04-24,Atlanta,Vancouver,Atlanta,7,6,,,,,6
2010-04-24,San Antonio,Tijuana,Tijuana,7,10,,,,,6
2010-04-25,Calgary,Charlotte,Charlotte,5,8,,,,,6
2010-04-25,Phoenix,Merida,Phoenix,8,5,,,,,6
2010-04-25,Nashville,Seattle,Seattle,1,8,,,,,6
2010-04-25,Denver,Birmingham,Denver,9,2,,,,,6
2010-04-25,Atlanta,Vancouver,Atlanta,9,6,,,,,6
2010-04-25,San Antonio,Tijuana,Tijuana,4,5,,,,,6
2010-04-26,Dallas,Los Angeles,Los Angeles,1,4,,,,,6
2010-04-26,Calgary,Charlotte,Charlotte,1,3,,,,,6
2010-04-26,Phoenix,Merida,Phoenix,3,1,,,,,6
2010-04-26,Nashville,Seattle,Seattle,0,5,,,,,6
2010-04-26,Denver,Birmingham,Birmingham,2,3,,,,,6
2010-04-26,Oakland,Monterrey,Oakland,5,2,,,,,6
2010-04-26,Atlanta,Vancouver,Atlanta,5,3,,,,,6
2010-04-26,San Antonio,Tijuana,Tijuana,3,4,,,,,6
2010-04-27,Dallas,Los Angeles,Dallas,4,2,,,,,6
2010-04-27,Calgary,Charlotte,Calgary,8,6,,,,,6
2010-04-27,Phoenix,Merida,Phoenix,8,4,,,,,6
2010-04-27,Birmingham,Seattle,Seattle,1,9,,,,,6
2010-04-27,San Antonio,Oakland,San Antonio,2,1,,,,,6
2010-04-28,Monterrey,Phoenix,Monterrey,6,4,,,,,6
2010-04-28,Tijuana,Dallas,Tijuana,8,7,,,,,6
2010-04-28,Vancouver,Charlotte,Vancouver,8,1,,,,,6
2010-04-28,Merida,Los Angeles,Los Angeles,2,5,,,,,6
2010-04-28,Calgary,Atlanta,Calgary,12,8,,,,,6
2010-04-28,Denver,Nashville,Denver,8,4,,,,,6
2010-04-28,Birmingham,Seattle,Birmingham,6,0,,,,,6
2010-04-28,San Antonio,Oakland,San Antonio,7,0,,,,,6
2010-04-29,Monterrey,Phoenix,Monterrey,9,5,,,,,6
2010-04-29,Tijuana,Dallas,Tijuana,5,4,,,,,6
2010-04-29,Vancouver,Charlotte,Charlotte,7,8,,,,,6
2010-04-29,Merida,Los Angeles,Merida,5,4,,,,,6
2010-04-29,Calgary,Atlanta,Atlanta,4,9,,,,,6
2010-04-29,Denver,Nashville,Nashville,4,5,,,,,6
2010-04-29,Birmingham,Seattle,Birmingham,5,3,,,,,6
2010-04-29,San Antonio,Oakland,Oakland,4,8,,,,,6
2010-04-30,Monterrey,Phoenix,Monterrey,4,3,,,,,6
2010-04-30,Vancouver,Charlotte,Vancouver,5,1,,,,,6
2010-04-30,Merida,Los Angeles,Los Angeles,3,5,,,,,6
2010-04-30,Calgary,Atlanta,Calgary,4,1,,,,,6
2010-05-01,Vancouver,Birmingham,Vancouver,3,2,,,,,6
2010-05-01,Atlanta,Seattle,Seattle,4,7,,,,,6
2010-05-01,Tijuana,San Antonio,San Antonio,0,7,,,,,6
2010-05-01,Oakland,Merida,Oakland,7,2,,,,,6
2010-05-01,Charlotte,Denver,Charlotte,6,1,,,,,6
2010-05-01,Dallas,Phoenix,Dallas,8,4,,,,,6
2010-05-01,Calgary,Nashville,Calgary,4,0,,,,,6
2010-05-01,Monterrey,Los Angeles,Los Angeles,2,3,,,,,6
2010-05-02,Tijuana,San Antonio,Tijuana,5,4,,,,,6
2010-05-02,Oakland,Merida,Oakland,9,4,,,,,6
2010-05-02,Charlotte,Denver,Denver,6,12,,,,,6
2010-05-02,Dallas,Phoenix,Phoenix,2,9,,,,,6
2010-05-02,Calgary,Nashville,Calgary,14,6,,,,,6
2010-05-02,Monterrey,Los Angeles,Monterrey,5,3,,,,,6
2010-05-03,Atlanta,Seattle,Seattle,8,9,,,,,6
2010-05-03,Tijuana,San Antonio,Tijuana,3,2,,,,,6
2010-05-03,Oakland,Merida,Oakland,13,1,,,,,6
2010-05-03,Charlotte,Denver,Denver,6,9,,,,,6
2010-05-03,Dallas,Phoenix,Dallas,21,1,,,,,6
2010-05-03,Calgary,Nashville,Nashville,5,6,,,,,6
2010-04-04,Seattle,Vancouver,Tie in regulation,6,6,Seattle,7,6,22,6
2010-04-10,Vancouver,Calgary,Tie in regulation,1,1,Vancouver,2,1,12,6
2010-04-12,Tijuana,Oakland,Tie in regulation,2,2,Oakland,2,3,12,6
2010-04-13,Nashville,Charlotte,Tie in regulation,4,4,Nashville,7,6,5,6
2010-04-20,Vancouver,Denver,Tie in regulation,5,5,Vancouver,7,5,18,6
2010-04-20,San Antonio,Merida,Tie in regulation,6,6,San Antonio,8,7,3,6
2010-04-23,Oakland,Dallas,Tie in regulation,3,3,Oakland,6,5,9,6
2010-04-25,Dallas,Los Angeles,Tie in regulation,4,4,Dallas,6,5,42,6
2010-04-25,Oakland,Monterrey,Tie in regulation,1,1,Monterrey,2,5,18,6
2010-04-27,Denver,Nashville,Tie in regulation,1,1,Nashville,1,3,6,6
2010-04-30,Tijuana,Dallas,Tie in regulation,3,3,Dallas,3,4,12,6
2010-05-02,Vancouver,Birmingham,Tie in regulation,3,3,Vancouver,5,4,24,6
2010-05-02,Atlanta,Seattle,Tie in regulation,5,5,Atlanta,6,5,10,6
2010-05-03,Vancouver,Birmingham,Tie in regulation,1,1,Vancouver,2,1,12,6
2010-05-03,Monterrey,Los Angeles,Tie in regulation,7,7,Los Angeles,7,10,5,6
2010-05-04,,,,,,,,,,6,6
2010-05-05,,,,,,,,,,6,6
2010-05-06,,,,,,,,,,6,6
2010-05-07,Seattle,Tijuana,Tijuana,2,6,,,,,6
2010-05-07,Atlanta,San Antonio,Atlanta,7,4,,,,,6
2010-05-07,Vancouver,Oakland,Oakland,4,10,,,,,6
2010-05-07,Monterrey,Nashville,Nashville,0,5,,,,,6
2010-05-07,Phoenix,Denver,Denver,1,3,,,,,6
2010-05-08,Los Angeles,Calgary,Los Angeles,5,3,,,,,6
2010-05-08,Merida,Charlotte,Merida,3,2,,,,,6
2010-05-08,Seattle,Tijuana,Tijuana,1,4,,,,,6
2010-05-08,Atlanta,San Antonio,San Antonio,0,7,,,,,6
2010-05-08,Vancouver,Oakland,Vancouver,4,0,,,,,6
2010-05-08,Monterrey,Nashville,Monterrey,5,1,,,,,6
2010-05-08,Phoenix,Denver,Phoenix,11,3,,,,,6
2010-05-09,Los Angeles,Calgary,Calgary,2,5,,,,,6
2010-05-09,Merida,Charlotte,Merida,2,1,,,,,6
2010-05-09,Dallas,Birmingham,Dallas,11,3,,,,,6
2010-05-09,Seattle,Tijuana,Tijuana,7,14,,,,,6
2010-05-09,Atlanta,San Antonio,San Antonio,1,2,,,,,6
2010-05-09,Vancouver,Oakland,Vancouver,3,1,,,,,6
2010-05-09,Monterrey,Nashville,Monterrey,6,1,,,,,6
2010-05-09,Phoenix,Denver,Phoenix,2,1,,,,,6
2010-05-10,Los Angeles,Calgary,Calgary,2,4,,,,,6
2010-05-10,Merida,Charlotte,Merida,5,3,,,,,6
2010-05-10,Dallas,Birmingham,Dallas,6,5,,,,,6
2010-05-10,Tijuana,Seattle,Tijuana,6,5,,,,,6
2010-05-10,Nashville,Monterrey,Monterrey,2,5,,,,,6
2010-05-10,Phoenix,Vancouver,Phoenix,5,1,,,,,6
2010-05-11,Atlanta,Dallas,Atlanta,13,5,,,,,6
2010-05-11,Los Angeles,Denver,Los Angeles,3,1,,,,,6
2010-05-11,Oakland,Calgary,Oakland,4,3,,,,,6
2010-05-11,San Antonio,Birmingham,San Antonio,2,1,,,,,6
2010-05-11,Charlotte,Merida,Merida,3,5,,,,,6
2010-05-11,Tijuana,Seattle,Seattle,3,7,,,,,6
2010-05-11,Nashville,Monterrey,Nashville,8,2,,,,,6
2010-05-11,Phoenix,Vancouver,Phoenix,7,3,,,,,6
2010-05-12,Atlanta,Dallas,Dallas,1,4,,,,,6
2010-05-12,Los Angeles,Denver,Los Angeles,12,2,,,,,6
2010-05-12,Oakland,Calgary,Calgary,3,8,,,,,6
2010-05-12,San Antonio,Birmingham,San Antonio,7,3,,,,,6
2010-05-12,Charlotte,Merida,Charlotte,7,0,,,,,6
2010-05-12,Tijuana,Seattle,Seattle,2,5,,,,,6
2010-05-12,Nashville,Monterrey,Nashville,5,4,,,,,6
2010-05-12,Phoenix,Vancouver,Vancouver,3,4,,,,,6
2010-05-13,Atlanta,Dallas,Atlanta,1,0,,,,,6
2010-05-13,Los Angeles,Denver,Denver,0,2,,,,,6
2010-05-13,Oakland,Calgary,Oakland,11,7,,,,,6
2010-05-13,Charlotte,Merida,Merida,4,6,,,,,6
2010-05-14,Monterrey,Atlanta,Monterrey,3,2,,,,,6
2010-05-14,San Antonio,Charlotte,San Antonio,10,4,,,,,6
2010-05-14,Birmingham,Dallas,Dallas,2,8,,,,,6
2010-05-14,Seattle,Phoenix,Phoenix,0,9,,,,,6
2010-05-15,Nashville,Merida,Nashville,2,1,,,,,6
2010-05-15,Denver,Los Angeles,Denver,7,0,,,,,6
2010-05-15,Oakland,Vancouver,Vancouver,1,3,,,,,6
2010-05-15,Tijuana,Calgary,Tijuana,8,4,,,,,6
2010-05-15,Monterrey,Atlanta,Atlanta,8,9,,,,,6
2010-05-15,San Antonio,Charlotte,Charlotte,3,13,,,,,6
2010-05-15,Birmingham,Dallas,Dallas,3,5,,,,,6
2010-05-15,Seattle,Phoenix,Seattle,6,3,,,,,6
2010-05-16,Nashville,Merida,Nashville,8,4,,,,,6
2010-05-16,Oakland,Vancouver,Vancouver,2,5,,,,,6
2010-05-16,Tijuana,Calgary,Calgary,1,7,,,,,6
2010-05-16,San Antonio,Charlotte,San Antonio,5,3,,,,,6
2010-05-16,Birmingham,Dallas,Birmingham,10,7,,,,,6
2010-05-16,Seattle,Phoenix,Phoenix,3,7,,,,,6
2010-05-17,Nashville,Merida,Nashville,6,2,,,,,6
2010-05-17,Denver,Los Angeles,Los Angeles,0,4,,,,,6
2010-05-17,Oakland,Vancouver,Vancouver,4,5,,,,,6
2010-05-17,Monterrey,Charlotte,Charlotte,3,9,,,,,6
2010-05-18,Denver,Oakland,Oakland,3,6,,,,,6
2010-05-18,Merida,Birmingham,Birmingham,2,4,,,,,6
2010-05-18,Vancouver,Tijuana,Vancouver,8,1,,,,,6
2010-05-18,Calgary,Los Angeles,Los Angeles,3,4,,,,,6
2010-05-18,Phoenix,Seattle,Seattle,0,12,,,,,6
2010-05-18,Dallas,Nashville,Dallas,3,2,,,,,6
2010-05-18,San Antonio,Atlanta,San Antonio,8,5,,,,,6
2010-05-18,Monterrey,Charlotte,Charlotte,4,5,,,,,6
2010-05-19,Denver,Oakland,Oakland,2,3,,,,,6
2010-05-19,Merida,Birmingham,Merida,4,0,,,,,6
2010-05-19,Vancouver,Tijuana,Vancouver,5,1,,,,,6
2010-05-19,Calgary,Los Angeles,Los Angeles,3,4,,,,,6
2010-05-19,Phoenix,Seattle,Phoenix,2,0,,,,,6
2010-05-19,San Antonio,Atlanta,San Antonio,10,1,,,,,6
2010-05-19,Monterrey,Charlotte,Charlotte,7,11,,,,,6
2010-05-20,Denver,Oakland,Oakland,2,5,,,,,6
2010-05-20,Merida,Birmingham,Merida,8,3,,,,,6
2010-05-20,Calgary,Los Angeles,Los Angeles,3,7,,,,,6
2010-05-20,Phoenix,Seattle,Seattle,5,12,,,,,6
2010-05-20,Dallas,Nashville,Nashville,1,3,,,,,6
2010-05-21,Denver,Tijuana,Denver,3,0,,,,,6
2010-05-21,Monterrey,Birmingham,Monterrey,5,0,,,,,6
2010-05-21,Los Angeles,Seattle,Seattle,2,3,,,,,6
2010-05-21,Charlotte,Dallas,Dallas,0,4,,,,,6
2010-05-21,Vancouver,Phoenix,Phoenix,2,5,,,,,6
2010-05-21,Atlanta,Merida,Merida,0,1,,,,,6
2010-05-21,Calgary,Oakland,Oakland,7,9,,,,,6
2010-05-22,Denver,Tijuana,Denver,9,8,,,,,6
2010-05-22,Monterrey,Birmingham,Monterrey,5,0,,,,,6
2010-05-22,Los Angeles,Seattle,Seattle,1,9,,,,,6
2010-05-22,Charlotte,Dallas,Charlotte,5,0,,,,,6
2010-05-22,Vancouver,Phoenix,Vancouver,12,4,,,,,6
2010-05-22,Atlanta,Merida,Atlanta,6,2,,,,,6
2010-05-22,San Antonio,Nashville,Nashville,2,3,,,,,6
2010-05-22,Calgary,Oakland,Calgary,7,4,,,,,6
2010-05-23,Denver,Tijuana,Tijuana,3,6,,,,,6
2010-05-23,Monterrey,Birmingham,Monterrey,5,1,,,,,6
2010-05-23,Charlotte,Dallas,Dallas,1,4,,,,,6
2010-05-23,Vancouver,Phoenix,Phoenix,1,3,,,,,6
2010-05-23,Atlanta,Merida,Merida,2,3,,,,,6
2010-05-23,San Antonio,Nashville,San Antonio,3,2,,,,,6
2010-05-23,Calgary,Oakland,Oakland,1,4,,,,,6
2010-05-24,Denver,Phoenix,Denver,3,1,,,,,6
2010-05-24,Nashville,Dallas,Dallas,5,9,,,,,6
2010-05-24,Merida,Atlanta,Atlanta,4,5,,,,,6
2010-05-24,Oakland,Seattle,Seattle,2,8,,,,,6
2010-05-25,Charlotte,San Antonio,San Antonio,1,3,,,,,6
2010-05-25,Birmingham,Monterrey,Monterrey,2,4,,,,,6
2010-05-25,Calgary,Tijuana,Calgary,7,5,,,,,6
2010-05-25,Denver,Phoenix,Denver,4,3,,,,,6
2010-05-25,Vancouver,Los Angeles,Vancouver,14,3,,,,,6
2010-05-25,Merida,Atlanta,Atlanta,2,5,,,,,6
2010-05-25,Oakland,Seattle,Seattle,6,9,,,,,6
2010-05-26,Charlotte,San Antonio,Charlotte,10,0,,,,,6
2010-05-26,Birmingham,Monterrey,Birmingham,4,3,,,,,6
2010-05-26,Calgary,Tijuana,Calgary,5,4,,,,,6
2010-05-26,Denver,Phoenix,Phoenix,2,3,,,,,6
2010-05-26,Nashville,Dallas,Nashville,9,6,,,,,6
2010-05-26,Vancouver,Los Angeles,Los Angeles,2,9,,,,,6
2010-05-26,Merida,Atlanta,Atlanta,2,6,,,,,6
2010-05-26,Oakland,Seattle,Seattle,3,7,,,,,6
2010-05-27,Charlotte,San Antonio,Charlotte,7,5,,,,,6
2010-05-27,Birmingham,Monterrey,Birmingham,5,1,,,,,6
2010-05-27,Calgary,Tijuana,Tijuana,3,8,,,,,6
2010-05-28,Tijuana,Denver,Tijuana,6,0,,,,,6
2010-05-28,Atlanta,Monterrey,Atlanta,4,0,,,,,6
2010-05-28,Nashville,San Antonio,San Antonio,1,3,,,,,6
2010-05-28,Phoenix,Calgary,Calgary,2,6,,,,,6
2010-05-28,Birmingham,Merida,Birmingham,9,1,,,,,6
2010-05-28,Seattle,Oakland,Oakland,5,7,,,,,6
2010-05-28,Los Angeles,Vancouver,Los Angeles,9,3,,,,,6
2010-05-28,Dallas,Charlotte,Dallas,11,9,,,,,6
2010-05-29,Tijuana,Denver,Denver,6,8,,,,,6
2010-05-29,Atlanta,Monterrey,Atlanta,8,4,,,,,6
2010-05-29,Nashville,San Antonio,San Antonio,5,8,,,,,6
2010-05-29,Phoenix,Calgary,Phoenix,2,1,,,,,6
2010-05-29,Birmingham,Merida,Merida,6,7,,,,,6
2010-05-29,Seattle,Oakland,Seattle,4,2,,,,,6
2010-05-29,Los Angeles,Vancouver,Vancouver,2,4,,,,,6
2010-05-29,Dallas,Charlotte,Dallas,13,6,,,,,6
2010-05-30,Tijuana,Denver,Tijuana,3,1,,,,,6
2010-05-30,Nashville,San Antonio,San Antonio,4,5,,,,,6
2010-05-30,Phoenix,Calgary,Phoenix,6,3,,,,,6
2010-05-30,Birmingham,Merida,Birmingham,4,1,,,,,6
2010-05-30,Seattle,Oakland,Oakland,5,8,,,,,6
2010-05-30,Los Angeles,Vancouver,Los Angeles,3,2,,,,,6
2010-05-30,Dallas,Charlotte,Charlotte,4,11,,,,,6
2010-05-31,Tijuana,Vancouver,Tijuana,4,1,,,,,6
2010-05-31,Seattle,Los Angeles,Seattle,18,1,,,,,6
2010-05-31,Oakland,Denver,Denver,2,4,,,,,6
2010-05-31,Calgary,Phoenix,Phoenix,3,5,,,,,6
2010-05-31,Birmingham,San Antonio,Birmingham,7,3,,,,,6
2010-05-31,Charlotte,Monterrey,Monterrey,1,4,,,,,6
2010-05-31,Merida,Nashville,Merida,6,5,,,,,6
2010-06-01,Tijuana,Vancouver,Vancouver,6,12,,,,,6
2010-06-01,Seattle,Los Angeles,Los Angeles,0,1,,,,,6
2010-06-01,Calgary,Phoenix,Calgary,6,3,,,,,6
2010-06-01,Dallas,Atlanta,Dallas,3,0,,,,,6
2010-06-01,Birmingham,San Antonio,Birmingham,9,3,,,,,6
2010-06-01,Charlotte,Monterrey,Charlotte,9,2,,,,,6
2010-06-01,Merida,Nashville,Nashville,2,5,,,,,6
2010-06-02,Tijuana,Vancouver,Vancouver,0,2,,,,,6
2010-06-02,Oakland,Denver,Denver,2,4,,,,,6
2010-06-02,Calgary,Phoenix,Phoenix,4,13,,,,,6
2010-06-02,Dallas,Atlanta,Dallas,8,5,,,,,6
2010-06-02,Birmingham,San Antonio,Birmingham,3,1,,,,,6
2010-06-02,Charlotte,Monterrey,Monterrey,5,6,,,,,6
2010-06-02,Merida,Nashville,Nashville,2,3,,,,,6
2010-06-03,Charlotte,Monterrey,Charlotte,5,3,,,,,6
2010-06-03,Merida,Birmingham,Merida,5,4,,,,,6
2010-06-03,Atlanta,Dallas,Atlanta,10,6,,,,,6
2010-06-03,Tijuana,Denver,Tijuana,7,2,,,,,6
2010-06-03,Oakland,Seattle,Oakland,5,2,,,,,6
2010-06-04,San Antonio,Nashville,Nashville,5,7,,,,,6
2010-06-04,Vancouver,Los Angeles,Vancouver,4,3,,,,,6
2010-06-04,Charlotte,Monterrey,Monterrey,0,10,,,,,6
2010-06-04,Merida,Birmingham,Merida,4,2,,,,,6
2010-06-04,Atlanta,Dallas,Dallas,0,7,,,,,6
2010-06-04,Tijuana,Denver,Tijuana,8,1,,,,,6
2010-06-04,Oakland,Seattle,Oakland,2,0,,,,,6
2010-06-05,Phoenix,Calgary,Calgary,3,7,,,,,6
2010-06-05,San Antonio,Nashville,San Antonio,5,3,,,,,6
2010-06-05,Vancouver,Los Angeles,Los Angeles,1,2,,,,,6
2010-06-05,Charlotte,Monterrey,Charlotte,5,4,,,,,6
2010-06-05,Merida,Birmingham,Merida,2,1,,,,,6
2010-06-05,Atlanta,Dallas,Dallas,6,7,,,,,6
2010-06-05,Tijuana,Denver,Denver,10,12,,,,,6
2010-06-05,Oakland,Seattle,Seattle,1,2,,,,,6
2010-06-06,Phoenix,Calgary,Phoenix,3,2,,,,,6
2010-06-06,San Antonio,Nashville,Nashville,5,11,,,,,6
2010-06-06,Vancouver,Los Angeles,Los Angeles,4,8,,,,,6
2010-06-06,Oakland,Denver,Oakland,3,2,,,,,6
2010-06-06,Monterrey,Birmingham,Monterrey,5,3,,,,,6
2010-06-06,Seattle,Tijuana,Tijuana,3,7,,,,,6
2010-06-07,Charlotte,San Antonio,Charlotte,5,4,,,,,6
2010-06-07,Merida,Nashville,Merida,4,3,,,,,6
2010-06-07,Los Angeles,Vancouver,Los Angeles,7,5,,,,,6
2010-06-07,Dallas,Atlanta,Dallas,3,2,,,,,6
2010-06-07,Oakland,Denver,Oakland,4,1,,,,,6
2010-06-07,Monterrey,Birmingham,Birmingham,1,3,,,,,6
2010-06-07,Seattle,Tijuana,Seattle,4,3,,,,,6
2010-06-08,Charlotte,San Antonio,San Antonio,3,6,,,,,6
2010-06-08,Merida,Nashville,Merida,9,2,,,,,6
2010-06-08,Los Angeles,Vancouver,Los Angeles,6,1,,,,,6
2010-06-08,Calgary,Phoenix,Phoenix,3,7,,,,,6
2010-06-08,Oakland,Denver,Denver,3,13,,,,,6
2010-06-08,Monterrey,Birmingham,Monterrey,12,2,,,,,6
2010-06-08,Seattle,Tijuana,Tijuana,3,12,,,,,6
2010-06-09,Charlotte,San Antonio,San Antonio,0,3,,,,,6
2010-06-09,Los Angeles,Vancouver,Los Angeles,5,4,,,,,6
2010-06-10,Phoenix,Denver,Phoenix,9,2,,,,,6
2010-06-10,Birmingham,Dallas,Birmingham,11,10,,,,,6
2010-06-10,Vancouver,Tijuana,Tijuana,3,5,,,,,6
2010-06-10,Oakland,Calgary,Oakland,3,2,,,,,6
2010-06-10,Monterrey,Atlanta,Atlanta,1,10,,,,,6
2010-06-10,Nashville,Merida,Nashville,1,0,,,,,6
2010-06-10,Los Angeles,Seattle,Seattle,1,2,,,,,6
2010-06-10,San Antonio,Charlotte,Charlotte,6,7,,,,,6
2010-06-11,Phoenix,Denver,Denver,0,4,,,,,6
2010-06-11,Vancouver,Tijuana,Vancouver,7,6,,,,,6
2010-06-11,Oakland,Calgary,Oakland,6,5,,,,,6
2010-06-11,Monterrey,Atlanta,Monterrey,5,1,,,,,6
2010-06-11,Nashville,Merida,Nashville,6,3,,,,,6
2010-06-11,Los Angeles,Seattle,Los Angeles,5,4,,,,,6
2010-06-11,San Antonio,Charlotte,San Antonio,5,2,,,,,6
2010-06-12,Phoenix,Denver,Phoenix,3,2,,,,,6
2010-06-12,Birmingham,Dallas,Birmingham,2,0,,,,,6
2010-06-12,Vancouver,Tijuana,Tijuana,5,9,,,,,6
2010-06-12,Oakland,Calgary,Oakland,10,2,,,,,6
2010-06-12,Nashville,Merida,Nashville,6,0,,,,,6
2010-06-12,Los Angeles,Seattle,Los Angeles,3,2,,,,,6
2010-06-12,San Antonio,Charlotte,San Antonio,6,3,,,,,6
2010-06-13,San Antonio,Birmingham,San Antonio,6,0,,,,,6
2010-06-13,Seattle,Oakland,Seattle,2,0,,,,,6
2010-06-13,Vancouver,Phoenix,Phoenix,2,3,,,,,6
2010-06-13,Charlotte,Dallas,Charlotte,12,6,,,,,6
2010-06-13,Monterrey,Nashville,Monterrey,3,2,,,,,6
2010-06-14,Merida,Atlanta,Merida,12,5,,,,,6
2010-06-14,Denver,Tijuana,Denver,7,6,,,,,6
2010-06-14,San Antonio,Birmingham,San Antonio,6,1,,,,,6
2010-06-14,Vancouver,Phoenix,Vancouver,4,1,,,,,6
2010-06-14,Charlotte,Dallas,Charlotte,5,2,,,,,6
2010-06-14,Monterrey,Nashville,Monterrey,7,3,,,,,6
2010-06-15,Merida,Atlanta,Atlanta,2,6,,,,,6
2010-06-15,Denver,Tijuana,Tijuana,1,3,,,,,6
2010-06-15,San Antonio,Birmingham,San Antonio,7,5,,,,,6
2010-06-15,Seattle,Oakland,Oakland,5,7,,,,,6
2010-06-15,Vancouver,Phoenix,Vancouver,5,4,,,,,6
2010-06-15,Monterrey,Nashville,Nashville,2,5,,,,,6
2010-06-16,Merida,Atlanta,Atlanta,2,5,,,,,6
2010-06-16,Denver,Tijuana,Tijuana,1,4,,,,,6
2010-06-16,Los Angeles,Calgary,Calgary,0,7,,,,,6
2010-06-16,Oakland,Vancouver,Oakland,4,1,,,,,6
2010-06-16,Nashville,Dallas,Dallas,3,7,,,,,6
2010-06-17,Charlotte,Merida,Merida,1,2,,,,,6
2010-06-17,Denver,Los Angeles,Denver,6,4,,,,,6
2010-06-17,Calgary,Tijuana,Calgary,3,2,,,,,6
2010-06-17,Birmingham,Monterrey,Birmingham,4,1,,,,,6
2010-06-17,Seattle,Phoenix,Phoenix,1,5,,,,,6
2010-06-17,Oakland,Vancouver,Oakland,7,1,,,,,6
2010-06-17,Nashville,Dallas,Dallas,1,5,,,,,6
2010-06-18,Charlotte,Merida,Merida,5,15,,,,,6
2010-06-18,Denver,Los Angeles,Los Angeles,3,12,,,,,6
2010-06-18,Calgary,Tijuana,Calgary,6,3,,,,,6
2010-06-18,San Antonio,Atlanta,Atlanta,0,9,,,,,6
2010-06-18,Seattle,Phoenix,Seattle,4,0,,,,,6
2010-06-18,Oakland,Vancouver,Oakland,5,0,,,,,6
2010-06-18,Nashville,Dallas,Nashville,4,1,,,,,6
2010-06-19,Charlotte,Merida,Merida,6,7,,,,,6
2010-06-19,Denver,Los Angeles,Denver,3,2,,,,,6
2010-06-19,Calgary,Tijuana,Calgary,8,4,,,,,6
2010-06-19,Birmingham,Monterrey,Birmingham,3,1,,,,,6
2010-06-19,San Antonio,Atlanta,San Antonio,4,1,,,,,6
2010-06-19,Seattle,Phoenix,Seattle,3,1,,,,,6
2010-06-19,Dallas,Nashville,Dallas,8,1,,,,,6
2010-06-20,Phoenix,Vancouver,Phoenix,8,4,,,,,6
2010-06-20,Seattle,Los Angeles,Los Angeles,8,14,,,,,6
2010-06-20,Tijuana,Calgary,Calgary,6,10,,,,,6
2010-06-20,Atlanta,Merida,Merida,2,3,,,,,6
2010-06-20,Birmingham,San Antonio,San Antonio,4,5,,,,,6
2010-06-20,Denver,Oakland,Oakland,6,7,,,,,6
2010-06-20,Monterrey,Charlotte,Charlotte,1,3,,,,,6
2010-06-20,Dallas,Nashville,Dallas,11,2,,,,,6
2010-06-21,Phoenix,Vancouver,Phoenix,5,2,,,,,6
2010-06-21,Seattle,Los Angeles,Seattle,10,7,,,,,6
2010-06-21,Tijuana,Calgary,Calgary,0,3,,,,,6
2010-06-21,Atlanta,Merida,Atlanta,10,7,,,,,6
2010-06-21,Birmingham,San Antonio,San Antonio,7,8,,,,,6
2010-06-21,Denver,Oakland,Oakland,3,8,,,,,6
2010-06-21,Monterrey,Charlotte,Monterrey,7,6,,,,,6
2010-06-21,Dallas,Nashville,Dallas,4,3,,,,,6
2010-06-22,Phoenix,Vancouver,Vancouver,2,6,,,,,6
2010-06-22,Seattle,Los Angeles,Seattle,7,2,,,,,6
2010-06-22,Tijuana,Calgary,Calgary,5,8,,,,,6
2010-06-22,Atlanta,Merida,Merida,0,8,,,,,6
2010-06-22,Denver,Oakland,Denver,2,1,,,,,6
2010-06-23,Merida,Charlotte,Merida,14,3,,,,,6
2010-06-23,Dallas,Birmingham,Birmingham,3,4,,,,,6
2010-06-23,Phoenix,Seattle,Seattle,0,3,,,,,6
2010-06-23,Atlanta,San Antonio,Atlanta,9,4,,,,,6
2010-06-23,Tijuana,Vancouver,Tijuana,6,2,,,,,6
2010-06-24,Calgary,Oakland,Oakland,5,9,,,,,6
