Date,Home,Away,Result,Home Score,Away Score,Wrap-up Result,WU Home Score,WU Away Score,WU innings,Sim Number
2010-04-09,Winnipeg,St. Louis,Winnipeg,7,1,,,,,1
2010-04-09,Pittsburgh,Toronto,Pittsburgh,11,0,,,,,1
2010-04-09,Chicago,St. Paul,St. Paul,2,4,,,,,1
2010-04-10,Columbus,Indianapolis,Columbus,4,3,,,,,1
2010-04-10,New York,New Haven,New Haven,6,10,,,,,1
2010-04-10,Detroit,Akron,Detroit,6,2,,,,,1
2010-04-10,Philadelphia,"Washington, D.C.","Washington, D.C.",1,6,,,,,1
2010-04-10,Montreal,Boston,Montreal,9,3,,,,,1
2010-04-10,Winnipeg,St. Louis,Winnipeg,9,0,,,,,1
2010-04-10,Pittsburgh,Toronto,Toronto,4,5,,,,,1
2010-04-11,St. Louis,Chicago,St. Louis,2,1,,,,,1
2010-04-11,Philadelphia,Pittsburgh,Pittsburgh,0,2,,,,,1
2010-04-11,Winnipeg,St. Paul,Winnipeg,7,6,,,,,1
2010-04-11,Boston,Montreal,Boston,7,3,,,,,1
2010-04-11,Indianapolis,Akron,Indianapolis,2,1,,,,,1
2010-04-11,Detroit,Columbus,Detroit,2,1,,,,,1
2010-04-11,Toronto,"Washington, D.C.",Toronto,4,1,,,,,1
2010-04-12,St. Louis,Chicago,Chicago,2,4,,,,,1
2010-04-12,Philadelphia,Pittsburgh,Pittsburgh,3,7,,,,,1
2010-04-12,New Haven,New York,New York,0,2,,,,,1
2010-04-12,Winnipeg,St. Paul,Winnipeg,4,3,,,,,1
2010-04-12,Boston,Montreal,Montreal,4,9,,,,,1
2010-04-12,Indianapolis,Akron,Indianapolis,6,4,,,,,1
2010-04-12,Detroit,Columbus,Columbus,3,7,,,,,1
2010-04-12,Toronto,"Washington, D.C.",Toronto,6,1,,,,,1
2010-04-13,St. Louis,Chicago,Chicago,2,7,,,,,1
2010-04-13,Philadelphia,Pittsburgh,Pittsburgh,7,8,,,,,1
2010-04-13,New Haven,New York,New Haven,6,3,,,,,1
2010-04-13,Winnipeg,St. Paul,St. Paul,1,9,,,,,1
2010-04-13,Boston,Montreal,Boston,3,2,,,,,1
2010-04-13,Indianapolis,Akron,Indianapolis,8,1,,,,,1
2010-04-13,Detroit,Columbus,Detroit,4,3,,,,,1
2010-04-13,Toronto,"Washington, D.C.",Toronto,7,4,,,,,1
2010-04-14,New York,Boston,Boston,3,4,,,,,1
2010-04-14,Chicago,Winnipeg,Winnipeg,1,6,,,,,1
2010-04-14,Indianapolis,Detroit,Detroit,3,6,,,,,1
2010-04-14,Akron,Columbus,Akron,7,4,,,,,1
2010-04-14,St. Paul,St. Louis,St. Paul,6,3,,,,,1
